######
Time			temp0	temp1	temp2	temp3	temp4	temp5	h_flux0	h_flux1
2024-01-15_15:14:06	20.31	20.13	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:07	20.31	20.13	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:08	20.31	20.13	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:10	20.31	20.13	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:10	20.31	20.13	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:11	20.31	20.13	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:12	20.31	20.13	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:13	20.31	20.13	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:14	20.31	20.13	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:15	20.31	20.13	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:16	20.31	20.13	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:17	20.31	20.13	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:18	20.31	20.13	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:19	20.31	20.13	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:20	20.31	20.13	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:21	20.31	20.13	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:22	20.31	20.13	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:23	20.31	20.13	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:24	20.31	20.13	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:25	20.31	20.15	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:26	20.33	20.13	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:27	20.32	20.13	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:29	20.31	20.16	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:29	20.33	20.14	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:30	20.32	20.17	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:31	20.34	20.17	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:32	20.35	20.17	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:33	20.35	20.2	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:34	20.35	20.2	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:35	20.35	20.24	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:36	20.36	20.28	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:37	20.38	20.31	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:38	20.38	20.35	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:39	20.42	20.38	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:40	20.42	20.45	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:41	20.45	20.49	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:42	20.49	20.53	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:43	20.52	20.59	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:44	20.54	20.63	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:45	20.58	20.67	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:46	20.59	20.74	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:47	20.63	20.78	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:49	20.66	20.84	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:49	20.7	20.88	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:50	20.76	20.95	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:51	20.8	20.99	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:52	20.84	21.04	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:53	20.87	21.1	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:54	20.91	21.13	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:55	20.96	21.2	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:56	21.01	21.24	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:57	21.05	21.29	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:58	21.08	21.34	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:14:59	21.13	21.38	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:00	21.18	21.45	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:01	21.22	21.49	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:02	21.26	21.52	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:03	21.31	21.59	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:04	21.36	21.65	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:05	21.4	21.7	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:06	21.45	21.75	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:07	21.5	21.8	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:08	21.53	21.84	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:09	21.57	21.9	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:11	21.64	21.95	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:11	21.67	22.0	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:12	21.73	22.05	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:13	21.78	22.09	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:14	21.81	22.14	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:15	21.87	22.19	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:16	21.92	22.23	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:17	21.97	22.3	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:18	22.0	22.33	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:19	22.05	22.4	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:20	22.09	22.44	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:21	22.15	22.51	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:22	22.19	22.55	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:23	22.25	22.61	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:24	22.29	22.65	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:25	22.33	22.7	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:26	22.37	22.75	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:27	22.43	22.79	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:28	22.47	22.84	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:29	22.5	22.89	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:30	22.56	22.93	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:31	22.6	23.0	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:32	22.64	23.04	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:33	22.69	23.1	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:34	22.74	23.14	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:35	22.78	23.21	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:36	22.81	23.24	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:37	22.87	23.31	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:38	22.91	23.35	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:39	22.95	23.38	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:40	23.01	23.45	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:41	23.05	23.49	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:42	23.1	23.55	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:43	23.15	23.62	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:44	23.19	23.66	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:45	23.22	23.7	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:46	23.27	23.76	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:47	23.32	23.8	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:48	23.36	23.86	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:49	23.42	23.9	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:50	23.45	23.94	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:51	23.49	23.99	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:52	23.53	24.04	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:53	23.56	24.08	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:55	23.6	24.14	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:55	23.66	24.18	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:56	23.7	24.23	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:57	23.73	24.28	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:58	23.8	24.33	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:15:59	23.84	24.38	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:16:00	23.87	24.42	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:16:01	23.92	24.48	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:16:02	23.96	24.52	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:16:03	24.0	24.58	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:16:04	24.04	24.63	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:16:05	24.07	24.66	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:16:06	24.12	24.73	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:16:07	24.17	24.76	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:16:08	24.21	24.82	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:16:09	24.26	24.87	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:16:10	24.3	24.9	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:16:11	24.34	24.96	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:16:12	24.38	25.0	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:16:13	24.41	25.06	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:16:14	24.46	25.11	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:16:16	24.51	25.16	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:16:16	24.55	25.19	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:16:17	24.58	25.24	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:16:18	24.61	25.31	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:16:19	24.67	25.35	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:16:20	24.71	25.41	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:16:21	24.75	25.45	6.66	0.05	0.1	0.2	10.0	0.0
2024-01-15_15:16:22	24.78	25.5	6.66	0.05	0.1	0.2	10.0	0.0
